time,evi,nrvi,ndwi,gndvi,ndvi,b3b2,b3b4,b8b4,oc2,mndwi,ndvi2,b5b4,b6b4,b7b4,b8ab4,b3b1,oc4
2022-02-22,0.7658822274883729,-0.13282716215086127,-0.10527074336960793,0.10527074336960793,0.13282716128417524,1.0762644785417244,1.0645153955454265,1.6204103129945402,2.431371706618494,0.006409447124675949,0.11409358273252913,1.0929745652699792,1.4423679678064056,1.5577231317909022,1.6277481955486954,1.1374496476340177,2.9458459133933577
2021-01-30,0.6777962978926222,-0.0771346668341218,0.3066724813060419,-0.3066724813060419,0.07713466767560298,0.9291898599126799,4.738266731473544,5.564883601951842,3.29624200875279,0.5150478116938606,0.22950591495343844,1.8090143159998697,4.608290468705747,5.894539500701834,6.095701054903066,1.1641153212323776,5.927316017549216
