time,evi,nrvi,ndwi,gndvi,ndvi,mndwi,ndvi2
2019-01-09,0.24150805685819046,0.48154358979364975,0.6799464505127626,-0.6799464505127626,-0.4815435898430484,0.5834491166369026,-0.40591027605740126
2019-02-03,0.694619348879766,0.3220932551480875,0.6328204456777358,-0.6328204456777358,-0.3220932550848627,0.574993308713015,-0.2503631646852967
2019-02-18,0.2615560162881696,0.450432301279621,0.7572976065851426,-0.7572976065851426,-0.4504323010425061,0.6584529531215931,-0.4674346796369191
2019-03-10,0.2194134417251463,0.13409197743783952,0.7762555307419217,-0.7762555307419217,-0.134091977245471,0.7428836214945047,-0.21965545319211557
2019-03-25,0.1535944227174972,0.1447500144682032,0.7651135079344463,-0.7651135079344463,-0.14475001410744862,0.7680071110682954,-0.1812447151676661
2019-06-28,0.23798175214486025,0.6789159224612793,0.7918304043609106,-0.7918304043609106,-0.6789159224043984,0.777828675776103,-0.18849826794594576
2020-02-08,0.1421379555733342,0.12901609441843237,0.5351953008249506,-0.5351953008249506,-0.12901609407007814,0.6688807445540358,0.18183570016578446
2020-04-08,0.12047623797099037,0.10108656292378888,0.7656627732537399,-0.7656627732537399,-0.10108656252222128,0.7673090668540047,-0.16284922962453968
2020-08-31,0.22763109915198465,0.5109319461696655,0.7917367544530329,-0.7917367544530329,-0.5109319460439878,0.7623521045019263,-0.22917947205215905
2020-10-30,0.20319173701545534,0.30431346729079,0.5871265117003786,-0.5871265117003786,-0.30431346692600203,0.5658519090451384,-0.14059573283104523
2020-12-04,0.35039759969498496,0.02585974374623387,0.29642644834150667,-0.29642644834150667,-0.025859743214986138,0.38559630715622256,0.09806063658863734
2021-01-13,0.26185272104911445,0.45430534323171107,0.7328851191198087,-0.7328851191198087,-0.4543053429296118,0.6673214411265797,-0.4229911528646854
2021-01-23,0.06579019409525497,0.3782907667923129,0.696488625442528,-0.696488625442528,-0.37829076643542925,0.6019091044508449,-0.3973442308342672
2021-02-07,0.3657609993726535,0.402763304349711,0.583560264863705,-0.583560264863705,-0.4027633042196519,0.5123886193417131,-0.22480803933156193
2021-02-12,0.22691163607539286,0.29788849956479657,0.5771236072300174,-0.5771236072300174,-0.29788849960703506,0.5070370209463437,-0.22854388362376218
2021-03-04,0.09948153162562284,-0.06505628395904801,0.7449500863995079,-0.7449500863995079,0.06505628422135462,0.7444140092929422,-0.19534410282263825
2021-05-03,0.2564779600327964,0.2882001449885048,0.7245328463381618,-0.7245328463381618,-0.28820014446688197,0.6622499974302151,-0.33796520978691313
2021-06-17,0.58508981610187,0.6826040320289569,0.7775620266687581,-0.7775620266687581,-0.6826040318436641,0.8172236452602855,-0.06935606773986361
2021-08-11,0.12354337451973885,0.35909548844272776,0.7692460349384352,-0.7692460349384352,-0.3590954881202833,0.796356422580762,-0.0767755942321941
2021-10-05,0.06654470318438047,0.2535447655164604,0.5620116802812252,-0.5620116802812252,-0.2535447652863176,0.6009275538140493,-0.023184671697050945
2021-10-30,0.11105190120770529,-0.030996130535964273,0.18269118025519201,-0.18269118025519201,0.030996130953862257,0.3648024719140592,0.20549895279830602
2021-11-09,0.2693299049902403,-0.021239420942588155,0.20342975728923068,-0.20342975728923068,0.021239421244801347,0.33650090876116445,0.14857969349571182
2021-12-04,0.20699616592378003,0.007165736646038196,0.20394631715957967,-0.20394631715957967,-0.007165736262071469,0.31184909286861456,0.11858466244124145
2021-12-09,0.4856574197415989,-0.027483474903846537,0.1630390685339867,-0.1630390685339867,0.02748347565565945,0.2613836748737066,0.10574362751629157
2022-01-18,0.2600240612718721,0.35752927362343223,0.6447294940082235,-0.6447294940082235,-0.3575292732536916,0.5941601461066024,-0.28449936041023244
2022-01-28,0.36892957919824015,-0.030954394269145157,-0.005361510118754709,0.005361510118754709,0.030954393851084297,0.0222217471590486,0.02976346670604525
2022-02-17,0.44654820448199767,-0.027015197968268134,0.003146995479591553,-0.003146995479591553,0.02701519714125254,0.028630105656384464,0.0273991370710285
2022-02-22,0.19309411640711058,-0.026946926816743124,-0.0024135566571971217,0.0024135566571971217,0.026946926000749268,0.018580391878366437,0.02323830716549459
2022-04-08,0.2146343703510636,-0.027713405353540874,-0.0067130807195610875,0.0067130807195610875,0.027713404544192292,0.015517466363665564,0.024045162230481344
2022-06-22,0.14446149180728493,-0.01966064830927991,0.007625088111872614,-0.007625088111872614,0.019660647829820712,0.04382770110717401,0.03811834539305645
2022-08-06,0.3115114578968375,-0.03494026722527461,-0.004892803888155851,0.004892803888155851,0.03494026690379468,0.030642051732245906,0.037086259180278726
2022-09-20,0.1530038874951753,-0.02615868407687369,-0.0019096411950325221,0.0019096411950325221,0.02615868360228526,0.02496774349149282,0.02885212968120457
2022-11-29,0.3432310791242889,-0.035251605692817045,-0.007237224755387344,0.007237224755387344,0.03525160598223646,0.032236839443207925,0.041471099360580584
2022-12-24,0.12060548796627737,-0.029020654846068916,0.005525787667304966,-0.005525787667304966,0.029020655516670907,0.04145454467836773,0.037746093817897446
2023-01-18,0.18846597324579673,-0.028359277983916745,0.005745442632168083,-0.005745442632168083,0.02835927765758976,0.03417250857033581,0.030503388807151137
2023-04-13,0.32666956951033377,-0.034144930500543645,-0.006808176789790196,0.006808176789790196,0.03414493026942228,0.021921712225481296,0.030841839044092722
2023-07-17,0.1924487629102024,-0.019310609468765734,0.007335928265489583,-0.007335928265489583,0.019310609058836182,0.0339949824724641,0.028792294797483017
2023-09-20,0.21530418470339285,-0.03231603899331122,-0.0013740308259374882,0.0013740308259374882,0.03231603907161511,0.028838492757372176,0.03239957647170879
