time,evi,ndvi2
2018-12-17,0.9856794919885684,0.21809685303121557
2019-01-26,0.5402179321540971,0.25059727085758043
2019-02-15,0.6057045406744258,-0.12164789089380013
2019-03-27,0.8464898432521817,0.018651756093338343
2019-05-06,-1.0109004936454933,0.17150749101789864
2019-06-15,0.9984821017354996,0.10667030717803175
2019-08-19,1.1137179175097385,0.16650944035830043
2019-09-03,1.4178539317237036,0.17634736705462337
2019-10-03,0.9074084648728686,0.27678046648198085
2019-10-13,0.8633492671092554,0.31338789780952875
2019-10-23,0.8267749144317511,-0.05448318649230923
2019-11-22,0.9869019617395367,-0.08671177897779511
2020-01-01,0.6912521606025666,-0.14727097435756475
2020-01-21,0.9631325971459535,0.5507148520126343
2020-01-26,0.976083492568817,0.5626468090041679
2020-02-20,0.8077444764251165,0.208772527709
2020-03-01,0.8655536378377612,0.10630224400134985
2020-04-08,,
2020-04-30,0.9303320672575618,0.15295328493670982
2020-10-02,1.1006854702837063,0.1120460125003107
2020-12-06,0.7357062280741108,-0.15991200419498952
2021-01-05,1.1315765898537546,-0.06443181723699917
2021-01-30,1.0147368260463412,-0.024139025154933894
2021-02-04,0.8475363542191959,-0.0626812822027605
2021-02-09,0.5707207986253521,0.44628722354069916
2021-02-14,0.9166206614821767,-0.04806741042016067
2021-02-24,0.985223776506439,-0.01983202820216073
2021-05-10,-0.4351666297370293,0.20893604689047432
2021-08-08,1.1136340233177926,-0.015745431605841135
2021-09-07,0.8960103907909488,0.11691633495425198
2021-10-07,0.8943407583872698,-0.00605669162114429
2021-11-06,1.1227700242915626,-0.16971054626813706
2021-11-16,-1.2508494420270608,0.3190019760563539
2021-12-06,0.9069191350714302,-0.20706340700563966
2021-12-16,0.9287939666720821,-0.1402178320996146
2021-12-21,0.961026129463579,0.11274025650019297
2022-01-05,0.8704683691974818,-0.12981673882098355
2022-05-15,1.1750498292409217,0.1357724950122443
2022-05-25,-2.291280095613123,0.05981478279834961
2022-05-30,-1.4083010496644772,0.05877939323197795
2022-06-09,0.10098630940260013,0.14401324304004712
2022-06-19,-1.1593713536724073,0.10199789432564614
2022-06-24,0.23321929079572346,0.13620220434234195
2022-08-23,1.3179332958475152,0.14770877524582765
2022-10-17,1.0227008442959644,0.1490301704724
2022-10-22,1.1664586179459009,0.1521784033951656
2022-11-01,1.2459574085264455,0.14432106305672254
2022-12-16,1.022733352390344,0.158266170225133
2023-01-05,0.7759356860275132,0.15073859760479846
2023-02-04,0.5347023768941022,0.1651522981495158
2023-03-21,1.2115670321142429,0.16497808412566287
2023-03-21,0.8236019864582284,0.15385343845705982
2023-06-19,0.8974575135348426,0.14203412905626847
2023-09-22,1.0656723707073064,0.14389112132122092
2023-10-17,1.1462723166459676,0.13912961877710842
2023-10-22,1.1649900754276126,0.15029068154656364
2023-11-01,0.9272549201854512,0.1472613108869956
2023-12-26,1.1189241822397031,0.15497074022146085
2024-01-20,1.1728964817386083,0.19040726488880994
2024-02-14,1.045035673272944,0.16418633547376077
2024-02-19,0.9723756734529271,0.15476950054657374
2024-02-24,1.330203391494432,0.15790135424104526
2024-04-14,1.0045793688229339,0.1439171933271107
2024-05-14,1.0394418618838233,0.12655752736292372
2024-05-24,0.1474825768716744,0.13546191614172673
