time,evi,ndvi2
2018-12-17,0.9564280753844747,0.3023958681437461
2018-12-17,0.9646914033642073,0.3026393892016125
2018-12-17,1.153837942260296,0.35883611802070386
2018-12-20,0.9479997410131195,0.29296530623362627
2018-12-20,1.0284205263585249,0.29530337997510175
2018-12-22,1.2111608765999344,0.3209899363356501
2018-12-22,1.2030800365964307,0.320383494717766
2019-01-04,1.0167334287245515,0.2708441198977727
2019-01-04,0.7146857918586667,0.2711884545008951
2019-01-14,0.9920602223676697,0.28348406982717006
2019-01-14,0.9812074428939007,0.2836700196317148
2019-01-14,1.2674875353671342,0.3767015864340847
2019-01-19,0.9828463973148812,0.3088344787862435
2019-01-19,0.8242773357469076,0.30899512216456004
2019-01-21,1.2232110618389185,0.32385590939492287
2019-01-24,0.9786626939573051,0.27969851687968644
2019-01-26,0.9066836217258603,0.25618866494401243
2019-01-26,0.9279894467000999,0.2603493873654832
2019-01-26,1.1733168368976234,0.2665333026867919
2019-02-03,0.9479220572508117,0.27439654550243536
2019-02-03,0.9166015903544523,0.2741533495003468
2019-02-03,1.2361781041369355,0.3696482469645441
2019-02-08,0.8717607149439043,0.2938592759215587
2019-02-08,0.8494325657314533,0.2941490474824939
2019-02-08,1.2482772291418063,0.3841932471310334
2019-02-13,0.8772712366991344,0.2701611237082531
2019-02-13,0.9235869504087819,0.2705351207861104
2019-02-13,1.2173566011731118,0.36497976043495906
2019-02-15,0.893721060937949,0.09647849236284972
2019-02-15,0.8777281869742457,0.1189535086001948
2019-02-15,1.1292910228767028,0.10502132462319577
2019-02-25,0.9100711428395564,0.2629275473463441
2019-02-25,0.9074891002727734,0.26444511622412936
2019-02-25,1.203819619246025,0.28665073570623956
2019-03-10,0.8862530241365949,0.2891005900326701
2019-03-10,0.8886764144352917,0.2943049440945775
2019-03-10,1.134468343440477,0.3609260668608186
2019-03-12,-0.18656669687491895,0.12245771743857761
2019-03-12,-0.17839640652990219,0.12204793973641125
2019-03-15,-0.5436230972243177,0.19827530640969349
2019-03-20,0.8411635577904775,0.35812628796384616
2019-03-20,0.788625070926594,0.35421743536526107
2019-03-25,1.1099484836663203,0.2740303499353863
2019-03-25,1.0983985369387363,0.2819563245199056
2019-03-27,0.8694266806856965,0.39308538790133407
2019-03-27,0.8924147007632501,0.4007770737892963
2019-03-27,1.0946046090763206,0.41795899479111137
2019-03-30,0.8588552618103429,0.11315034962215792
2019-03-30,0.8144106065608555,0.11596320961384643
2019-03-30,1.086319352250607,0.2064652479687504
2019-04-21,2.00828813297329,0.02869499516816769
2019-04-21,1.7068182737584163,0.03917944282954275
2019-04-24,0.9551050501229172,0.008324547991577001
2019-04-24,0.9261022157876367,0.015345054616642591
2019-04-24,1.2372466127186434,0.163436962123901
2019-05-06,1.3732680416463505,0.7073545999785565
2019-05-19,-0.015813901463928304,0.6428864862749883
2019-06-15,1.2920420207230119,0.39973353821577257
2019-06-28,0.8827174358427158,0.2075249299381604
2019-06-28,0.8788529460719935,0.1902095288508519
2019-06-28,1.1512076124122212,0.2506983863095763
2019-06-30,1.0095119822632024,0.31465117673102355
2019-08-04,1.7724638462033009,0.20720346717374452
2019-08-04,0.06863939621271867,0.20697394184811327
2019-08-07,0.033143165511225155,0.6078016410157967
2019-09-01,1.2543518015021058,0.32946319649138783
2019-09-01,0.7943399182058135,0.31652546054873654
2019-09-03,1.0662317620839108,0.48487560242956756
2019-09-03,0.8837846934250067,0.4671824745725114
2019-09-03,1.2326012360277072,0.42354902439732145
2019-09-11,0.9277385916433737,0.18673204421731016
2019-09-11,0.888883864141204,0.03067384491877402
2019-09-26,0.8565691384628129,0.28904268012602025
2019-09-26,0.911621496779,0.2580041998199998
2019-09-26,1.1782469559760798,0.37960365248814903
2019-10-03,0.4350098209493395,0.22228939285459343
2019-10-13,0.9189051661778339,0.5004342681798928
2019-10-13,0.917342546154618,0.44528084563371173
