time,evi,ndvi2
2018-12-17,0.5975668116208896,0.11187389046655943
2019-01-19,0.4924357177812708,0.06567241902257635
2019-01-26,0.6683195383161828,-0.14667463582317725
2019-02-03,0.3544587671515381,0.16725513151513097
2019-02-15,0.273747555313893,-0.36966004611764935
2019-02-18,0.3695532613687172,0.07890955513573014
2019-03-10,0.39232943919368685,-0.1749082850486465
2019-03-15,0.09771558421837552,0.3382109432535617
2019-03-20,0.38043601134912985,-0.2513086007899819
2019-03-25,0.49346048198328507,-0.02886738179910655
2019-03-27,0.2911222601066884,-0.2259740465611435
2019-05-06,0.5857770252564726,-0.21771213328234243
2019-05-29,0.9624446221413253,0.22692519705878322
2019-06-15,0.4486596668310155,-0.1335258523911129
2019-06-28,0.31864540791170964,0.007707422975344113
2019-08-19,0.22168076939654555,-0.045088061277473
2019-09-03,0.5178753993309478,0.027750056299335014
2019-10-03,0.40653896404289425,-0.014381924063439341
2019-10-13,0.49521325413128614,0.3181268803989077
2019-10-23,0.4574460046424473,-0.28646121660904444
2019-11-22,0.5128215700148374,-0.22701295857722475
2020-01-01,0.581168284774386,-0.30032446721777556
2020-01-19,0.23814211147161332,0.43179213864440286
2020-01-21,0.3209166345364203,0.4525121184537722
2020-01-26,0.4076344426661043,0.5652114143881932
2020-02-08,0.40280825672403114,0.29649354921865556
2020-02-20,0.26164907046874,0.22658989643250943
2020-02-28,0.5801904738308475,0.2305723518471056
2020-03-01,0.3413660601080088,0.08010996866597107
2020-03-09,0.3076933381078967,0.4096367527722121
2020-04-08,0.6230010686820014,-0.017539781310646534
2020-04-30,0.5757465852212507,-0.08690425573342118
2020-06-02,0.3437814835422565,0.4253864693397808
2020-06-12,0.507996488279826,0.5296686347053768
2020-08-31,0.4282275343702753,0.2907423478989377
2020-09-20,0.981293023373996,0.05118064026860351
2020-09-25,0.4127168006283458,0.3664128715772211
2020-10-02,0.923418802387067,0.27958271654306166
2020-10-15,0.681354199243872,0.1104955897837275
2020-10-30,0.4792677531050901,0.04891135889888577
2020-11-19,0.45815399582032035,0.20599607522473792
2020-12-04,0.4710759539043275,0.22905310564916864
2020-12-06,0.46853836570151564,0.041683389386642816
2021-01-05,0.47819144765660077,0.006991459901646118
2021-01-13,0.404913156925324,-0.1297327076377711
2021-01-23,0.7710981466179961,0.09129799142320798
2021-01-30,0.5040587037351617,-0.21354917743294882
2021-02-04,0.4626675196391451,-0.21204285703778722
2021-02-07,0.39156670154012596,0.1948411244082521
2021-02-09,0.5554536781172528,0.19853207704469142
2021-02-12,0.48002396279324233,0.0744171966805897
2021-02-14,0.5120035947383017,0.20221421149048285
2021-02-24,0.542593718308287,-0.11617988365504703
2021-03-04,0.4740110533396332,-0.13898742793856936
2021-03-29,0.47364781886322743,-0.08249939218864277
2021-05-03,-0.3416099251175087,0.32206523870089815
2021-05-10,0.5406259113728468,-0.07106426083103042
2021-06-17,0.43541280768275537,0.03462026611253517
2021-08-08,-0.4290474488828671,-0.04738113821008939
2021-08-11,0.6745442110640351,-0.041040400531839695
2021-09-07,0.3918237629781478,0.03693873508918194
2021-10-05,0.4229179636533052,0.3124340866001248
2021-10-07,0.347576832919215,-0.013170419152147658
2021-10-30,0.6028570770803788,0.20803768403180622
2021-11-06,0.5130634409592518,-0.1683627278103051
2021-11-09,-0.2183621667482253,0.13804806443261194
2021-11-16,0.5999599268243357,-0.1806207252149634
2021-12-04,0.39234036999790173,0.14375824436455537
2021-12-06,0.45842253768255536,-0.31128536318243966
2021-12-09,0.5295133221646248,0.05194045164369576
2021-12-16,0.43896790731204455,-0.3498409639604094
2021-12-21,0.42782907271592613,0.12434455507301179
2022-01-05,0.746517192606083,-0.09634391197589827
2022-01-18,0.48462629884411923,-0.0003448364916070838
2022-01-28,0.40022524305617957,0.0822905735720452
2022-02-12,0.5388337118488447,0.06776853907655184
2022-02-17,0.5913217044451705,0.07558500654283576
2022-02-22,0.35688778549616323,0.08211392168906395
2022-04-08,0.6806972843036065,0.07203664083334069
2022-05-15,0.3060279892409813,0.06296789125320433
2022-05-25,0.4204314540573975,0.06309588582161263
2022-05-30,1.6291750908585643,0.06387036526033092
2022-06-09,0.7911120792531697,0.09024656889879229
2022-06-19,1.0580918298364566,0.09828190765997984
2022-06-22,0.19046705662830735,0.07953597348009665
2022-06-24,0.22364527065581014,0.07507158586856161
2022-08-06,0.11189282073238434,0.08585271186909037
2022-08-23,0.4780562042582964,0.08667943498084509
2022-10-17,0.44343271235205584,0.08130314231234168
2022-10-22,0.5768015175893081,0.07647495232177118
2022-11-01,0.4123806259102549,0.07161357084768312
2022-12-16,0.30971418327417877,0.07672042460692394
2022-12-24,0.18950223699207433,0.08738391204896465
2023-01-05,0.3681742634148895,0.07402926269674028
2023-01-18,0.21118192852598008,0.08417325469764946
2023-02-04,0.44947748337337895,0.07768900217467092
2023-03-21,0.6213833520431069,0.07966589670337373
2023-03-21,0.34626708816857343,0.07947741224443113
2023-04-13,0.1931327864415285,0.08606367268252929
2023-06-19,0.5581633803618303,0.07782606750904215
2023-07-12,2.1723252076871487,0.07615295015936539
2023-07-17,0.2155736900379983,0.07384871136470428
2023-09-20,0.6235020477039181,0.08317926430896326
2023-09-22,0.17489002044580262,0.08164505254477952
2023-10-17,0.6662227833551447,0.0659713305601736
2023-10-22,0.44984863224896904,0.07145459609191955
2023-10-30,0.6284271997912589,0.08011215707822864
2023-11-01,0.8179895871801007,0.06767421204772063
2023-11-24,0.4779699627679466,0.07322806034602464
2023-12-19,0.5260431852024925,0.08830655959870833
